,series,year,month,count,rate,date
1143,Education and Health,2003,10,639,3.6,2003-10-01 07:00:00+00:00
1144,Education and Health,2003,11,662,3.8,2003-11-01 08:00:00+00:00
1145,Education and Health,2003,12,620,3.5,2003-12-01 08:00:00+00:00
1146,Education and Health,2004,1,662,3.7,2004-01-01 08:00:00+00:00
1147,Education and Health,2004,2,608,3.4,2004-02-01 08:00:00+00:00
1148,Education and Health,2004,3,584,3.2,2004-03-01 08:00:00+00:00
1149,Education and Health,2004,4,589,3.3,2004-04-01 08:00:00+00:00
1150,Education and Health,2004,5,570,3.2,2004-05-01 07:00:00+00:00
1151,Education and Health,2004,6,769,4.2,2004-06-01 07:00:00+00:00
1152,Education and Health,2004,7,725,4.0,2004-07-01 07:00:00+00:00
1153,Education and Health,2004,8,647,3.7,2004-08-01 07:00:00+00:00
1154,Education and Health,2004,9,593,3.3,2004-09-01 07:00:00+00:00
1155,Education and Health,2004,10,526,2.9,2004-10-01 07:00:00+00:00
1156,Education and Health,2004,11,570,3.2,2004-11-01 08:00:00+00:00
1157,Education and Health,2004,12,562,3.1,2004-12-01 08:00:00+00:00
1158,Education and Health,2005,1,613,3.4,2005-01-01 08:00:00+00:00
1159,Education and Health,2005,2,619,3.4,2005-02-01 08:00:00+00:00
1160,Education and Health,2005,3,614,3.4,2005-03-01 08:00:00+00:00
1161,Education and Health,2005,4,591,3.3,2005-04-01 08:00:00+00:00
1162,Education and Health,2005,5,648,3.6,2005-05-01 07:00:00+00:00
1163,Education and Health,2005,6,667,3.6,2005-06-01 07:00:00+00:00
1164,Education and Health,2005,7,635,3.5,2005-07-01 07:00:00+00:00
1165,Education and Health,2005,8,644,3.5,2005-08-01 07:00:00+00:00
1166,Education and Health,2005,9,658,3.5,2005-09-01 07:00:00+00:00
1167,Education and Health,2005,10,628,3.4,2005-10-01 07:00:00+00:00
1168,Education and Health,2005,11,677,3.6,2005-11-01 08:00:00+00:00
1169,Education and Health,2005,12,529,2.8,2005-12-01 08:00:00+00:00
1170,Education and Health,2006,1,593,3.2,2006-01-01 08:00:00+00:00
1171,Education and Health,2006,2,528,2.8,2006-02-01 08:00:00+00:00
1172,Education and Health,2006,3,563,3.0,2006-03-01 08:00:00+00:00
1173,Education and Health,2006,4,558,3.0,2006-04-01 08:00:00+00:00
1174,Education and Health,2006,5,543,2.9,2006-05-01 07:00:00+00:00
1175,Education and Health,2006,6,617,3.3,2006-06-01 07:00:00+00:00
1176,Education and Health,2006,7,659,3.5,2006-07-01 07:00:00+00:00
1177,Education and Health,2006,8,611,3.2,2006-08-01 07:00:00+00:00
1178,Education and Health,2006,9,576,3.0,2006-09-01 07:00:00+00:00
1179,Education and Health,2006,10,531,2.8,2006-10-01 07:00:00+00:00
1180,Education and Health,2006,11,536,2.8,2006-11-01 08:00:00+00:00
1181,Education and Health,2006,12,502,2.6,2006-12-01 08:00:00+00:00
1182,Education and Health,2007,1,563,2.9,2007-01-01 08:00:00+00:00
1183,Education and Health,2007,2,489,2.5,2007-02-01 08:00:00+00:00
1184,Education and Health,2007,3,495,2.5,2007-03-01 08:00:00+00:00
1185,Education and Health,2007,4,555,2.9,2007-04-01 07:00:00+00:00
1186,Education and Health,2007,5,622,3.3,2007-05-01 07:00:00+00:00
1187,Education and Health,2007,6,653,3.4,2007-06-01 07:00:00+00:00
1188,Education and Health,2007,7,665,3.5,2007-07-01 07:00:00+00:00
1189,Education and Health,2007,8,648,3.4,2007-08-01 07:00:00+00:00
1190,Education and Health,2007,9,630,3.2,2007-09-01 07:00:00+00:00
1191,Education and Health,2007,10,534,2.7,2007-10-01 07:00:00+00:00
1192,Education and Health,2007,11,526,2.7,2007-11-01 07:00:00+00:00
1193,Education and Health,2007,12,521,2.6,2007-12-01 08:00:00+00:00
1194,Education and Health,2008,1,576,2.9,2008-01-01 08:00:00+00:00
1195,Education and Health,2008,2,562,2.9,2008-02-01 08:00:00+00:00
1196,Education and Health,2008,3,609,3.1,2008-03-01 08:00:00+00:00
1197,Education and Health,2008,4,551,2.8,2008-04-01 07:00:00+00:00
1198,Education and Health,2008,5,619,3.2,2008-05-01 07:00:00+00:00
1199,Education and Health,2008,6,669,3.4,2008-06-01 07:00:00+00:00
1200,Education and Health,2008,7,776,3.9,2008-07-01 07:00:00+00:00
1201,Education and Health,2008,8,844,4.3,2008-08-01 07:00:00+00:00
1202,Education and Health,2008,9,835,4.1,2008-09-01 07:00:00+00:00
1203,Education and Health,2008,10,797,3.9,2008-10-01 07:00:00+00:00
1204,Education and Health,2008,11,748,3.6,2008-11-01 07:00:00+00:00
1205,Education and Health,2008,12,791,3.8,2008-12-01 08:00:00+00:00
1206,Education and Health,2009,1,792,3.8,2009-01-01 08:00:00+00:00
1207,Education and Health,2009,2,847,4.1,2009-02-01 08:00:00+00:00
1208,Education and Health,2009,3,931,4.5,2009-03-01 08:00:00+00:00
1209,Education and Health,2009,4,964,4.6,2009-04-01 07:00:00+00:00
1210,Education and Health,2009,5,1005,4.9,2009-05-01 07:00:00+00:00
1211,Education and Health,2009,6,1267,6.1,2009-06-01 07:00:00+00:00
1212,Education and Health,2009,7,1269,6.1,2009-07-01 07:00:00+00:00
1213,Education and Health,2009,8,1239,6.0,2009-08-01 07:00:00+00:00
1214,Education and Health,2009,9,1257,6.0,2009-09-01 07:00:00+00:00
1215,Education and Health,2009,10,1280,6.0,2009-10-01 07:00:00+00:00
1216,Education and Health,2009,11,1168,5.5,2009-11-01 07:00:00+00:00
1217,Education and Health,2009,12,1183,5.6,2009-12-01 08:00:00+00:00
1218,Education and Health,2010,1,1175,5.5,2010-01-01 08:00:00+00:00
1219,Education and Health,2010,2,1200,5.6,2010-02-01 08:00:00+00:00
1220,Leisure and hospitality,2000,1,782,7.5,2000-01-01 08:00:00+00:00
1221,Leisure and hospitality,2000,2,779,7.5,2000-02-01 08:00:00+00:00
1222,Leisure and hospitality,2000,3,789,7.4,2000-03-01 08:00:00+00:00
1223,Leisure and hospitality,2000,4,658,6.1,2000-04-01 08:00:00+00:00
1224,Leisure and hospitality,2000,5,675,6.2,2000-05-01 07:00:00+00:00
1225,Leisure and hospitality,2000,6,833,7.3,2000-06-01 07:00:00+00:00
1226,Leisure and hospitality,2000,7,786,6.8,2000-07-01 07:00:00+00:00
1227,Leisure and hospitality,2000,8,675,6.0,2000-08-01 07:00:00+00:00
1228,Leisure and hospitality,2000,9,636,5.9,2000-09-01 07:00:00+00:00
1229,Leisure and hospitality,2000,10,691,6.5,2000-10-01 07:00:00+00:00
1230,Leisure and hospitality,2000,11,694,6.5,2000-11-01 08:00:00+00:00
1231,Leisure and hospitality,2000,12,639,5.9,2000-12-01 08:00:00+00:00
1232,Leisure and hospitality,2001,1,806,7.7,2001-01-01 08:00:00+00:00
1233,Leisure and hospitality,2001,2,821,7.5,2001-02-01 08:00:00+00:00
1234,Leisure and hospitality,2001,3,817,7.4,2001-03-01 08:00:00+00:00
1235,Leisure and hospitality,2001,4,744,6.8,2001-04-01 08:00:00+00:00
1236,Leisure and hospitality,2001,5,731,6.7,2001-05-01 07:00:00+00:00
1237,Leisure and hospitality,2001,6,821,7.0,2001-06-01 07:00:00+00:00
1238,Leisure and hospitality,2001,7,813,6.8,2001-07-01 07:00:00+00:00
1239,Leisure and hospitality,2001,8,767,6.8,2001-08-01 07:00:00+00:00
1240,Leisure and hospitality,2001,9,900,8.0,2001-09-01 07:00:00+00:00
1241,Leisure and hospitality,2001,10,903,8.3,2001-10-01 07:00:00+00:00
1242,Leisure and hospitality,2001,11,935,8.5,2001-11-01 08:00:00+00:00
1243,Leisure and hospitality,2001,12,938,8.5,2001-12-01 08:00:00+00:00
1244,Leisure and hospitality,2002,1,947,8.6,2002-01-01 08:00:00+00:00
1245,Leisure and hospitality,2002,2,973,8.7,2002-02-01 08:00:00+00:00
1246,Leisure and hospitality,2002,3,976,8.5,2002-03-01 08:00:00+00:00
1247,Leisure and hospitality,2002,4,953,8.4,2002-04-01 08:00:00+00:00
1248,Leisure and hospitality,2002,5,1022,8.6,2002-05-01 07:00:00+00:00
1249,Leisure and hospitality,2002,6,1034,8.5,2002-06-01 07:00:00+00:00
1250,Leisure and hospitality,2002,7,999,8.2,2002-07-01 07:00:00+00:00
1251,Leisure and hospitality,2002,8,884,7.5,2002-08-01 07:00:00+00:00
1252,Leisure and hospitality,2002,9,885,7.9,2002-09-01 07:00:00+00:00
1253,Leisure and hospitality,2002,10,956,8.5,2002-10-01 07:00:00+00:00
1254,Leisure and hospitality,2002,11,978,8.9,2002-11-01 08:00:00+00:00
1255,Leisure and hospitality,2002,12,922,8.2,2002-12-01 08:00:00+00:00
1256,Leisure and hospitality,2003,1,1049,9.3,2003-01-01 08:00:00+00:00
1257,Leisure and hospitality,2003,2,1145,10.0,2003-02-01 08:00:00+00:00
1258,Leisure and hospitality,2003,3,1035,8.9,2003-03-01 08:00:00+00:00
1259,Leisure and hospitality,2003,4,986,8.5,2003-04-01 08:00:00+00:00
1260,Leisure and hospitality,2003,5,955,7.9,2003-05-01 07:00:00+00:00
1261,Leisure and hospitality,2003,6,1048,8.6,2003-06-01 07:00:00+00:00
1262,Leisure and hospitality,2003,7,1020,8.4,2003-07-01 07:00:00+00:00
1263,Leisure and hospitality,2003,8,1050,9.0,2003-08-01 07:00:00+00:00
1264,Leisure and hospitality,2003,9,978,8.8,2003-09-01 07:00:00+00:00
1265,Leisure and hospitality,2003,10,933,8.3,2003-10-01 07:00:00+00:00
1266,Leisure and hospitality,2003,11,990,9.0,2003-11-01 08:00:00+00:00
1267,Leisure and hospitality,2003,12,885,8.2,2003-12-01 08:00:00+00:00
1268,Leisure and hospitality,2004,1,1097,10.0,2004-01-01 08:00:00+00:00
1269,Leisure and hospitality,2004,2,987,8.9,2004-02-01 08:00:00+00:00
1270,Leisure and hospitality,2004,3,1039,9.0,2004-03-01 08:00:00+00:00
1271,Leisure and hospitality,2004,4,925,7.9,2004-04-01 08:00:00+00:00
1272,Leisure and hospitality,2004,5,977,8.1,2004-05-01 07:00:00+00:00
1273,Leisure and hospitality,2004,6,1189,9.6,2004-06-01 07:00:00+00:00
1274,Leisure and hospitality,2004,7,965,7.8,2004-07-01 07:00:00+00:00
1275,Leisure and hospitality,2004,8,1010,8.4,2004-08-01 07:00:00+00:00
1276,Leisure and hospitality,2004,9,854,7.5,2004-09-01 07:00:00+00:00
1277,Leisure and hospitality,2004,10,853,7.3,2004-10-01 07:00:00+00:00
1278,Leisure and hospitality,2004,11,916,7.9,2004-11-01 08:00:00+00:00
1279,Leisure and hospitality,2004,12,850,7.4,2004-12-01 08:00:00+00:00
1280,Leisure and hospitality,2005,1,993,8.7,2005-01-01 08:00:00+00:00
1281,Leisure and hospitality,2005,2,1008,8.8,2005-02-01 08:00:00+00:00
1282,Leisure and hospitality,2005,3,967,8.3,2005-03-01 08:00:00+00:00
1283,Leisure and hospitality,2005,4,882,7.7,2005-04-01 08:00:00+00:00
1284,Leisure and hospitality,2005,5,944,7.7,2005-05-01 07:00:00+00:00
1285,Leisure and hospitality,2005,6,950,7.6,2005-06-01 07:00:00+00:00
1286,Leisure and hospitality,2005,7,929,7.4,2005-07-01 07:00:00+00:00
1287,Leisure and hospitality,2005,8,844,6.8,2005-08-01 07:00:00+00:00
1288,Leisure and hospitality,2005,9,842,7.3,2005-09-01 07:00:00+00:00
1289,Leisure and hospitality,2005,10,796,6.8,2005-10-01 07:00:00+00:00
1290,Leisure and hospitality,2005,11,966,8.1,2005-11-01 08:00:00+00:00
1291,Leisure and hospitality,2005,12,930,7.9,2005-12-01 08:00:00+00:00
1292,Leisure and hospitality,2006,1,910,8.1,2006-01-01 08:00:00+00:00
1293,Leisure and hospitality,2006,2,1040,9.1,2006-02-01 08:00:00+00:00
1294,Leisure and hospitality,2006,3,917,8.0,2006-03-01 08:00:00+00:00
1295,Leisure and hospitality,2006,4,882,7.6,2006-04-01 08:00:00+00:00
1296,Leisure and hospitality,2006,5,830,7.0,2006-05-01 07:00:00+00:00
1297,Leisure and hospitality,2006,6,942,7.4,2006-06-01 07:00:00+00:00
1298,Leisure and hospitality,2006,7,867,6.8,2006-07-01 07:00:00+00:00
1299,Leisure and hospitality,2006,8,855,6.9,2006-08-01 07:00:00+00:00
1300,Leisure and hospitality,2006,9,810,6.9,2006-09-01 07:00:00+00:00
1301,Leisure and hospitality,2006,10,795,6.6,2006-10-01 07:00:00+00:00
1302,Leisure and hospitality,2006,11,836,7.1,2006-11-01 08:00:00+00:00
1303,Leisure and hospitality,2006,12,701,5.9,2006-12-01 08:00:00+00:00
1304,Leisure and hospitality,2007,1,911,7.8,2007-01-01 08:00:00+00:00
1305,Leisure and hospitality,2007,2,879,7.4,2007-02-01 08:00:00+00:00
1306,Leisure and hospitality,2007,3,845,7.0,2007-03-01 08:00:00+00:00
1307,Leisure and hospitality,2007,4,822,6.9,2007-04-01 07:00:00+00:00
1308,Leisure and hospitality,2007,5,831,6.8,2007-05-01 07:00:00+00:00
1309,Leisure and hospitality,2007,6,917,7.2,2007-06-01 07:00:00+00:00
1310,Leisure and hospitality,2007,7,920,7.3,2007-07-01 07:00:00+00:00
1311,Leisure and hospitality,2007,8,877,7.1,2007-08-01 07:00:00+00:00
1312,Leisure and hospitality,2007,9,892,7.4,2007-09-01 07:00:00+00:00
1313,Leisure and hospitality,2007,10,911,7.5,2007-10-01 07:00:00+00:00
1314,Leisure and hospitality,2007,11,986,8.1,2007-11-01 07:00:00+00:00
1315,Leisure and hospitality,2007,12,961,7.9,2007-12-01 08:00:00+00:00
1316,Leisure and hospitality,2008,1,1176,9.4,2008-01-01 08:00:00+00:00
1317,Leisure and hospitality,2008,2,1056,8.5,2008-02-01 08:00:00+00:00
1318,Leisure and hospitality,2008,3,944,7.6,2008-03-01 08:00:00+00:00
1319,Leisure and hospitality,2008,4,874,6.9,2008-04-01 07:00:00+00:00
1320,Leisure and hospitality,2008,5,1074,8.4,2008-05-01 07:00:00+00:00
1321,Leisure and hospitality,2008,6,1154,8.9,2008-06-01 07:00:00+00:00
1322,Leisure and hospitality,2008,7,1172,8.8,2008-07-01 07:00:00+00:00
1323,Leisure and hospitality,2008,8,1122,8.7,2008-08-01 07:00:00+00:00
1324,Leisure and hospitality,2008,9,1029,8.2,2008-09-01 07:00:00+00:00
1325,Leisure and hospitality,2008,10,1126,8.9,2008-10-01 07:00:00+00:00
1326,Leisure and hospitality,2008,11,1283,9.9,2008-11-01 07:00:00+00:00
1327,Leisure and hospitality,2008,12,1210,9.5,2008-12-01 08:00:00+00:00
1328,Leisure and hospitality,2009,1,1487,11.5,2009-01-01 08:00:00+00:00
1329,Leisure and hospitality,2009,2,1477,11.4,2009-02-01 08:00:00+00:00
1330,Leisure and hospitality,2009,3,1484,11.6,2009-03-01 08:00:00+00:00
1331,Leisure and hospitality,2009,4,1322,10.2,2009-04-01 07:00:00+00:00
1332,Leisure and hospitality,2009,5,1599,11.9,2009-05-01 07:00:00+00:00
1333,Leisure and hospitality,2009,6,1688,12.1,2009-06-01 07:00:00+00:00
1334,Leisure and hospitality,2009,7,1600,11.2,2009-07-01 07:00:00+00:00
1335,Leisure and hospitality,2009,8,1636,12.0,2009-08-01 07:00:00+00:00
1336,Leisure and hospitality,2009,9,1469,11.4,2009-09-01 07:00:00+00:00
1337,Leisure and hospitality,2009,10,1604,12.4,2009-10-01 07:00:00+00:00
1338,Leisure and hospitality,2009,11,1524,11.9,2009-11-01 07:00:00+00:00
1339,Leisure and hospitality,2009,12,1624,12.6,2009-12-01 08:00:00+00:00
1340,Leisure and hospitality,2010,1,1804,14.2,2010-01-01 08:00:00+00:00
1341,Leisure and hospitality,2010,2,1597,12.7,2010-02-01 08:00:00+00:00
1342,Other,2000,1,274,4.9,2000-01-01 08:00:00+00:00
1343,Other,2000,2,232,4.1,2000-02-01 08:00:00+00:00
1344,Other,2000,3,247,4.3,2000-03-01 08:00:00+00:00
1345,Other,2000,4,240,4.2,2000-04-01 08:00:00+00:00
1346,Other,2000,5,254,4.5,2000-05-01 07:00:00+00:00
1347,Other,2000,6,225,3.9,2000-06-01 07:00:00+00:00
1348,Other,2000,7,202,3.7,2000-07-01 07:00:00+00:00
1349,Other,2000,8,187,3.5,2000-08-01 07:00:00+00:00
1350,Other,2000,9,220,4.0,2000-09-01 07:00:00+00:00
1351,Other,2000,10,161,2.9,2000-10-01 07:00:00+00:00
1352,Other,2000,11,217,3.8,2000-11-01 08:00:00+00:00
1353,Other,2000,12,167,2.9,2000-12-01 08:00:00+00:00
1354,Other,2001,1,197,3.4,2001-01-01 08:00:00+00:00
1355,Other,2001,2,243,4.2,2001-02-01 08:00:00+00:00
1356,Other,2001,3,200,3.4,2001-03-01 08:00:00+00:00
1357,Other,2001,4,220,3.8,2001-04-01 08:00:00+00:00
1358,Other,2001,5,172,3.2,2001-05-01 07:00:00+00:00
1359,Other,2001,6,246,4.6,2001-06-01 07:00:00+00:00
1360,Other,2001,7,228,4.1,2001-07-01 07:00:00+00:00
1361,Other,2001,8,241,4.5,2001-08-01 07:00:00+00:00
1362,Other,2001,9,225,4.0,2001-09-01 07:00:00+00:00
1363,Other,2001,10,239,4.1,2001-10-01 07:00:00+00:00
1364,Other,2001,11,256,4.2,2001-11-01 08:00:00+00:00
1365,Other,2001,12,277,4.5,2001-12-01 08:00:00+00:00
1366,Other,2002,1,304,5.1,2002-01-01 08:00:00+00:00
1367,Other,2002,2,339,5.6,2002-02-01 08:00:00+00:00
1368,Other,2002,3,314,5.5,2002-03-01 08:00:00+00:00
1369,Other,2002,4,268,4.6,2002-04-01 08:00:00+00:00
1370,Other,2002,5,264,4.6,2002-05-01 07:00:00+00:00
1371,Other,2002,6,335,5.5,2002-06-01 07:00:00+00:00
1372,Other,2002,7,356,5.8,2002-07-01 07:00:00+00:00
1373,Other,2002,8,353,6.0,2002-08-01 07:00:00+00:00
1374,Other,2002,9,281,4.8,2002-09-01 07:00:00+00:00
1375,Other,2002,10,272,4.6,2002-10-01 07:00:00+00:00
1376,Other,2002,11,284,4.9,2002-11-01 08:00:00+00:00
1377,Other,2002,12,241,4.2,2002-12-01 08:00:00+00:00
1378,Other,2003,1,304,5.3,2003-01-01 08:00:00+00:00
1379,Other,2003,2,331,5.7,2003-02-01 08:00:00+00:00
1380,Other,2003,3,370,6.1,2003-03-01 08:00:00+00:00
1381,Other,2003,4,331,5.5,2003-04-01 08:00:00+00:00
1382,Other,2003,5,339,5.7,2003-05-01 07:00:00+00:00
1383,Other,2003,6,359,5.9,2003-06-01 07:00:00+00:00
1384,Other,2003,7,405,6.6,2003-07-01 07:00:00+00:00
1385,Other,2003,8,373,6.1,2003-08-01 07:00:00+00:00
1386,Other,2003,9,338,5.5,2003-09-01 07:00:00+00:00
1387,Other,2003,10,378,6.1,2003-10-01 07:00:00+00:00
1388,Other,2003,11,357,5.8,2003-11-01 08:00:00+00:00
1389,Other,2003,12,278,4.5,2003-12-01 08:00:00+00:00
1390,Other,2004,1,322,5.3,2004-01-01 08:00:00+00:00
1391,Other,2004,2,366,5.9,2004-02-01 08:00:00+00:00
1392,Other,2004,3,366,5.9,2004-03-01 08:00:00+00:00
1393,Other,2004,4,347,5.6,2004-04-01 08:00:00+00:00
1394,Other,2004,5,310,5.1,2004-05-01 07:00:00+00:00
1395,Other,2004,6,326,5.4,2004-06-01 07:00:00+00:00
1396,Other,2004,7,346,5.6,2004-07-01 07:00:00+00:00
1397,Other,2004,8,341,5.6,2004-08-01 07:00:00+00:00
1398,Other,2004,9,301,4.9,2004-09-01 07:00:00+00:00
1399,Other,2004,10,300,4.8,2004-10-01 07:00:00+00:00
1400,Other,2004,11,294,4.8,2004-11-01 08:00:00+00:00
1401,Other,2004,12,276,4.3,2004-12-01 08:00:00+00:00
1402,Other,2005,1,290,4.7,2005-01-01 08:00:00+00:00
1403,Other,2005,2,325,5.3,2005-02-01 08:00:00+00:00
1404,Other,2005,3,308,5.0,2005-03-01 08:00:00+00:00
1405,Other,2005,4,306,4.9,2005-04-01 08:00:00+00:00
1406,Other,2005,5,314,5.0,2005-05-01 07:00:00+00:00
1407,Other,2005,6,291,4.6,2005-06-01 07:00:00+00:00
1408,Other,2005,7,274,4.2,2005-07-01 07:00:00+00:00
1409,Other,2005,8,306,4.8,2005-08-01 07:00:00+00:00
1410,Other,2005,9,307,4.9,2005-09-01 07:00:00+00:00
1411,Other,2005,10,319,5.0,2005-10-01 07:00:00+00:00
1412,Other,2005,11,300,4.9,2005-11-01 08:00:00+00:00
1413,Other,2005,12,269,4.3,2005-12-01 08:00:00+00:00
1414,Other,2006,1,308,4.9,2006-01-01 08:00:00+00:00
1415,Other,2006,2,281,4.4,2006-02-01 08:00:00+00:00
1416,Other,2006,3,292,4.6,2006-03-01 08:00:00+00:00
1417,Other,2006,4,266,4.1,2006-04-01 08:00:00+00:00
1418,Other,2006,5,265,4.2,2006-05-01 07:00:00+00:00
1419,Other,2006,6,265,4.3,2006-06-01 07:00:00+00:00
1420,Other,2006,7,305,4.7,2006-07-01 07:00:00+00:00
1421,Other,2006,8,341,5.3,2006-08-01 07:00:00+00:00
1422,Other,2006,9,310,5.0,2006-09-01 07:00:00+00:00
1423,Other,2006,10,268,4.4,2006-10-01 07:00:00+00:00
1424,Other,2006,11,306,5.0,2006-11-01 08:00:00+00:00
1425,Other,2006,12,306,5.2,2006-12-01 08:00:00+00:00
1426,Other,2007,1,275,4.7,2007-01-01 08:00:00+00:00
1427,Other,2007,2,257,4.3,2007-02-01 08:00:00+00:00
1428,Other,2007,3,222,3.7,2007-03-01 08:00:00+00:00
1429,Other,2007,4,224,3.6,2007-04-01 07:00:00+00:00
1430,Other,2007,5,242,3.9,2007-05-01 07:00:00+00:00
1431,Other,2007,6,256,4.0,2007-06-01 07:00:00+00:00
1432,Other,2007,7,243,3.8,2007-07-01 07:00:00+00:00
1433,Other,2007,8,239,3.8,2007-08-01 07:00:00+00:00
1434,Other,2007,9,257,4.2,2007-09-01 07:00:00+00:00
1435,Other,2007,10,182,3.0,2007-10-01 07:00:00+00:00
1436,Other,2007,11,255,4.1,2007-11-01 07:00:00+00:00
1437,Other,2007,12,235,3.9,2007-12-01 08:00:00+00:00
1438,Other,2008,1,264,4.4,2008-01-01 08:00:00+00:00
1439,Other,2008,2,313,5.1,2008-02-01 08:00:00+00:00
1440,Other,2008,3,283,4.6,2008-03-01 08:00:00+00:00
1441,Other,2008,4,251,4.0,2008-04-01 07:00:00+00:00
1442,Other,2008,5,275,4.4,2008-05-01 07:00:00+00:00
1443,Other,2008,6,322,5.0,2008-06-01 07:00:00+00:00
1444,Other,2008,7,352,5.2,2008-07-01 07:00:00+00:00
1445,Other,2008,8,412,6.3,2008-08-01 07:00:00+00:00
1446,Other,2008,9,374,5.8,2008-09-01 07:00:00+00:00
1447,Other,2008,10,334,5.3,2008-10-01 07:00:00+00:00
1448,Other,2008,11,434,7.0,2008-11-01 07:00:00+00:00
1449,Other,2008,12,367,6.1,2008-12-01 08:00:00+00:00
1450,Other,2009,1,431,7.1,2009-01-01 08:00:00+00:00
1451,Other,2009,2,453,7.3,2009-02-01 08:00:00+00:00
1452,Other,2009,3,377,6.0,2009-03-01 08:00:00+00:00
1453,Other,2009,4,403,6.4,2009-04-01 07:00:00+00:00
1454,Other,2009,5,476,7.5,2009-05-01 07:00:00+00:00
1455,Other,2009,6,557,8.4,2009-06-01 07:00:00+00:00
1456,Other,2009,7,490,7.4,2009-07-01 07:00:00+00:00
1457,Other,2009,8,528,8.2,2009-08-01 07:00:00+00:00
1458,Other,2009,9,462,7.1,2009-09-01 07:00:00+00:00
1459,Other,2009,10,541,8.5,2009-10-01 07:00:00+00:00
1460,Other,2009,11,491,8.0,2009-11-01 07:00:00+00:00
1461,Other,2009,12,513,8.2,2009-12-01 08:00:00+00:00
1462,Other,2010,1,609,10.0,2010-01-01 08:00:00+00:00
1463,Other,2010,2,603,9.9,2010-02-01 08:00:00+00:00
1464,Agriculture,2000,1,154,10.3,2000-01-01 08:00:00+00:00
1465,Agriculture,2000,2,173,11.5,2000-02-01 08:00:00+00:00
1466,Agriculture,2000,3,152,10.4,2000-03-01 08:00:00+00:00
1467,Agriculture,2000,4,135,8.9,2000-04-01 08:00:00+00:00
1468,Agriculture,2000,5,73,5.1,2000-05-01 07:00:00+00:00
1469,Agriculture,2000,6,109,6.7,2000-06-01 07:00:00+00:00
1470,Agriculture,2000,7,77,5.0,2000-07-01 07:00:00+00:00
1471,Agriculture,2000,8,110,7.0,2000-08-01 07:00:00+00:00
1472,Agriculture,2000,9,124,8.2,2000-09-01 07:00:00+00:00
1473,Agriculture,2000,10,113,8.0,2000-10-01 07:00:00+00:00
1474,Agriculture,2000,11,192,13.3,2000-11-01 08:00:00+00:00
1475,Agriculture,2000,12,196,13.9,2000-12-01 08:00:00+00:00
1476,Agriculture,2001,1,188,13.8,2001-01-01 08:00:00+00:00
1477,Agriculture,2001,2,193,15.1,2001-02-01 08:00:00+00:00
1478,Agriculture,2001,3,267,19.2,2001-03-01 08:00:00+00:00
1479,Agriculture,2001,4,140,10.4,2001-04-01 08:00:00+00:00
1480,Agriculture,2001,5,109,7.7,2001-05-01 07:00:00+00:00
1481,Agriculture,2001,6,130,9.7,2001-06-01 07:00:00+00:00
1482,Agriculture,2001,7,113,7.6,2001-07-01 07:00:00+00:00
1483,Agriculture,2001,8,141,9.3,2001-08-01 07:00:00+00:00
1484,Agriculture,2001,9,101,7.2,2001-09-01 07:00:00+00:00
1485,Agriculture,2001,10,118,8.7,2001-10-01 07:00:00+00:00
1486,Agriculture,2001,11,145,11.6,2001-11-01 08:00:00+00:00
1487,Agriculture,2001,12,192,15.1,2001-12-01 08:00:00+00:00
1488,Agriculture,2002,1,195,14.8,2002-01-01 08:00:00+00:00
1489,Agriculture,2002,2,187,14.8,2002-02-01 08:00:00+00:00
1490,Agriculture,2002,3,269,19.6,2002-03-01 08:00:00+00:00
1491,Agriculture,2002,4,151,10.8,2002-04-01 08:00:00+00:00
1492,Agriculture,2002,5,89,6.8,2002-05-01 07:00:00+00:00
1493,Agriculture,2002,6,89,6.3,2002-06-01 07:00:00+00:00
1494,Agriculture,2002,7,114,7.3,2002-07-01 07:00:00+00:00
1495,Agriculture,2002,8,125,9.0,2002-08-01 07:00:00+00:00
1496,Agriculture,2002,9,92,6.3,2002-09-01 07:00:00+00:00
1497,Agriculture,2002,10,97,6.6,2002-10-01 07:00:00+00:00
1498,Agriculture,2002,11,137,11.1,2002-11-01 08:00:00+00:00
1499,Agriculture,2002,12,120,9.8,2002-12-01 08:00:00+00:00
1500,Agriculture,2003,1,159,13.2,2003-01-01 08:00:00+00:00
1501,Agriculture,2003,2,172,14.7,2003-02-01 08:00:00+00:00
1502,Agriculture,2003,3,161,12.9,2003-03-01 08:00:00+00:00
1503,Agriculture,2003,4,154,12.0,2003-04-01 08:00:00+00:00
1504,Agriculture,2003,5,133,10.2,2003-05-01 07:00:00+00:00
1505,Agriculture,2003,6,94,6.9,2003-06-01 07:00:00+00:00
1506,Agriculture,2003,7,113,8.2,2003-07-01 07:00:00+00:00
1507,Agriculture,2003,8,173,10.7,2003-08-01 07:00:00+00:00
1508,Agriculture,2003,9,98,6.2,2003-09-01 07:00:00+00:00
1509,Agriculture,2003,10,136,8.5,2003-10-01 07:00:00+00:00
1510,Agriculture,2003,11,148,10.3,2003-11-01 08:00:00+00:00
1511,Agriculture,2003,12,137,10.9,2003-12-01 08:00:00+00:00
1512,Agriculture,2004,1,184,15.1,2004-01-01 08:00:00+00:00
1513,Agriculture,2004,2,168,14.2,2004-02-01 08:00:00+00:00
1514,Agriculture,2004,3,153,12.7,2004-03-01 08:00:00+00:00
1515,Agriculture,2004,4,107,8.3,2004-04-01 08:00:00+00:00
